,text,class
720,"because of their heritage as coaching dogs, animals get along well with horses and make good companions for riders. the animal’s spots may be the result of a mutation in a gene for a ticked coat.",dalmatian
721,"one of the british nicknames for the animal is plum pudding dog, because his spots look like the plums in a christmas pudding. the dog is prone to inherited deafness and urinary stones.",dalmatian
722,"animals are well known for their beautiful spotted coats and are incredibly active and lively dogs. although they were never bred for a specific purpose, they used to accompany horse-drawn carriages and guard the passengers.",dalmatian
723,"animals are prone to certain health issues associated with their breed. there is currently testing and screening for some of the problems animals can have. if you’re thinking of buying a animal puppy, we’d recommend getting one from a kennel",dalmatian
724,"some of the health conditions animals can develop include: atopy – sensitivity to certain allergens such as pollen and dust mites, causing itching. we’d also recommend discussing the medical history of your potential puppy’s parents and grandparents.",dalmatian
725,"hip dysplasia – where hip joint that doesn't fit together perfectly, which will eventually lead to arthritis. this can cause irritation, infection or even a blockage, which requires urgent veterinary attention. there is a dna test available for this.",dalmatian
726,"if you want to minimise the risk of your dog getting problems due to exaggerated features, you can read our advice on choosing a pedigree dog. animals can be great pets for active households as they love nothing more than spending time with their owners.",dalmatian
727,"like any dog, animals can get bored easily. they need to be physically and mentally challenged and need plenty of company. you’ll need to give them plenty of exercise to keep them happy and healthy.",dalmatian
728,"a bored or lonely animal may see barking as a way of letting you know they're unhappy. animals can be strong willed so they’ll need ongoing positive, reward-based training and plenty of patience. for experienced owners, their intelligence means they can be",dalmatian
729,"socialising your animal as a puppy with lots of other dogs, different people and types of experiences will help them become a confident, well-rounded dog. animals need company so we would recommend a household where there is always someone at home with them. if this isn",dalmatian
730,"animals are full of energy and like to be on the go as much as possible so they suit active families. in the past, animals were used as watchdogs and ran alongside carriages and are therefore very energetic dogs.",dalmatian
731,"your animal will need plenty of playtime, free time in a secure garden and training sessions to keep their brains active. because of their intelligence and desire to run and play, animals do well at flyball and agility.",dalmatian
732,"animals have very low maintenance coats so they’re ideal if you’d rather spend your time playing with them than grooming them. unfortunately, they are really big shedders and shed a lot throughout the year. animals aren’t ideal if",dalmatian
733,"animals can be friendly dogs and good with children, but they are very high energy. they tend to be better suited to households with older children as their larger size and strong build means they could knock over smaller children accidentally.",dalmatian
734,"animals are not known for being aggressive and so plenty of positive experiences with other dogs from a young age will help develop their friendly personality. animals were not bred for hunting or herding, if they have grown up with another pet in the house they should get along",dalmatian
735,"your vet or vet nurse will be able to tell you how much your dog should be eating. you should feed them a good quality, commercially available and complete dog food. it’s usually recommended to split their daily allowance into two meals.",dalmatian
736,treats shouldn’t make up more than 10% of their recommended daily calorie intake or they can unbalance their diet. you can expect a animal to cost you a minimum of £105 per month after purchase and set-up costs.,dalmatian
737,"if you’d like to buy a pedigree animal puppy, we recommend looking for a kennel club assured breeder. these breeders must do extra health tests and meet certain standards of breeding.",dalmatian
738,you should usually arrange for your dog to be neutered at around 6-12 months old. check prices at your local practice as these will depend on your vet and where you live. remember that ongoing booster vaccinations will be needed to continue their immunity.,dalmatian
739,"equipment – including a collar and tags, lead, harness, dog beds, dog bowls, pet-safe toothpaste and toothbrushes.preventive healthcare – budget for routine vet visits to help stop your dog getting ill and catch any problems early.",dalmatian
740,"vet bills* or pet insurance – if you don’t have pet insurance and your dog needs veterinary treatment for an injury or illness, costs can rapidly mount up. check if your vet offers a health care plan as this can help spread the cost throughout the year.",dalmatian
741,"training – basic training is very important and dogs can benefit from formal classes. some dogs may have, or develop, behavioural problems which might need professional management. boarding – you may also need to budget for boarding or dog sitting costs if you are planning to go away from home on holiday",dalmatian
742,it's always better to plan ahead and budget or get pet insurance in case your pet gets injured or unwell. pdsa pet insurance could be a great option for you and it’s quick and easy to get a quote online.,dalmatian
743,"animal puppies are born white with no spots at all. generally, they don’t get their spots until they’re around four weeks old. they used to run behind fire carriages because they get along so well with horses to make sure the horses weren�",dalmatian
744,cnn.com will feature ireporter photos in a weekly travel snapshots gallery. please submit your best shots of new zealand for next week. visit cnn.com/travel next wednesday for a new gallery of snapshots.,dalmatian
745,the exotic shorthair and himalayan animals are often classified as coat variants of this breed. the animal is not to be confused with animal (pokemon) or animal longhair.,persian+cat
746,"animals were first adopted by the english, and then mainly by american breeders after the second world war. it is also known as the ""animal longhair"" in english-speaking countries. the first documented ancestors of animals were imported into italy from persia around 1620",persian+cat
747,"the selective breeding carried out by breeders has allowed the development of a wide variety of coat colors. it has also led to the creation of increasingly flat-faced animals. favored by fanciers, this head structure can bring with it a number of health problems.",persian+cat
748,"in 2021, animals were ranked as the fourth most popular animal breed in the world according to the animal fanciers' association. animals are one of the most popular breeds of animal.",persian+cat
749,"it is not clear when long-haired animals first appeared, as there are no known specimens of the african wildanimal, the ancestor of the domestic subspecies. 4. chinchilla longhair and sterling are examples of animals with long hair. 5. animals in art are also",persian+cat
750,"recent genetic research indianimales that present day animals are related to animals from the near east. the khorasan animals were grey coated while those from angora were white. from france, they soon reached britain[6]",persian+cat
751,"the first breed standard (then called a points of excellence list) was issued in 1889. it stated that the animal differed from the angora in the tail being longer, hair more full and coarse at the end, and head larger, with less pointed ears.",persian+cat
752,dorothy bevill champion lays out the difference between the two types in the 1909 everybody's animal book. our pedigree imported long-hairs of to-day are undoubtedly a cross of the angora and animal.,persian+cat
753," animal coats consist of a woolly under coat and a long, hairy outer coat. the coat loses all the thick underwool in the summer, and only the long hair remains. the angora has a very different coat which consists of long, soft hair.",persian+cat
754,"bell notes that angoras and animals have been crossbred, resulting in a decided improvement to each breed. however, bell says the angora ""fails to the animal in head,"" having a more wedge-shaped head.",persian+cat
755,"the traditional animal, or doll-face animal are somewhat recent names for what is essentially the original breed of animal. as many breeders in the united states, germany, italy, and other parts of the world started to interpret the animal standard, they developed the flat-nosed",persian+cat
756,"the retronym traditional animal was created to refer to the original type, which is still bred. not all animal fancier groups recognize the traditional animal (at all, or as distinct), or give it that specific name.",persian+cat
757,"in the late 1950s a spontaneous mutation in red tabby animals gave rise to the ""peke-faced"" animal, named after the flat-faced pekingese dog. it was registered as a distinct breed in the cfa, but fell out of favor by the mid",persian+cat
758,"over-accentuation of the breed's characteristics by selective breeding (called extreme- or ultra-typing) produced results similar to peke-faced animals. many fanciers and cfa judges considered the shift in look ""a contribution to the breed""",persian+cat
759,"in 1958, breeder and author p m soderberg wrote in pedigree animals, their varieties, breeding and exhibition[18] the shorter the muzzle, the higher the nose tends to be. uk standards penalize animals whose nose leather extends above the bottom edge of the",persian+cat
760,"a animal with running eyes will never look at its best because in time the fur on each side of the nose becomes stained, and thus detracts from the general appearance. there are certainly disadvantages when the face has become too short, for this exaggeration of type is inclined to produce a deform",persian+cat
761,"] the nose should be short, but perhaps a plea may be made here that the nose is better if it is not too short and at the same time uptilted. a nose of this type creates an impression of grotesqueness which is not really attractive, and there is",persian+cat
762,"the animal breed standard is, by its nature, somewhat open-ended and focused on a rounded head. the standard calls for a short, cobby body with short, well-boned legs, a broad chest, and a round appearance.",persian+cat
763,"in 2004, the statement that muzzles should not be overly pronounced was added to the breed standard. the standards were altered yet again in 2007, this time to reflect the flat face. in the uk, the standard was changed by the governing council of the animal fancy in the",persian+cat
764,"the himalayan or colorpoint longhair was created by crossing the animal with the siamese. this crossing also introduced the chocolate and lilac colors into solid colored animals. in 1950, the siamee was crossed with the animal to create a breed with the body type of",persian+cat
765,"the himalayan stood as a separate breed in the us until 1984, when the cfa merged it with the animal. some animal breeders were unhappy with the introduction of this crossbreed into their ""pure"" animal lines.",persian+cat
766, animals with himalayan ancestry have registration numbers starting with 3. they are commonly referred to by breeders as colorpoint carriers (cpc) or 3000-series animals. not all animals will actually carry the recessive gene recessively.,persian+cat
767,"the animal was used as an outcross secretly by some american shorthair (ash) breeders in the late 1950s to ""improve"" their breed. the crossbreed look gained recognition in the show ring, but other breeders unhappy with the changes successfully pushed for new breed",persian+cat
768,"present-day exotic shorthair similar to the animal in every way, including temperament and conformation, with the exception of the short dense coat. it has even inherited much of the animal's health problems. some label it ""the lazy man's animal""",persian+cat
769,"when two such animals mate, there is a one in four chance of each offspring being longhaired longhaired exotics. the international animal association accepts them as animals. other associations register them as a separate exotic longhair breed.",persian+cat
770,"currently, they are not recognized as a separate breed by major registries and each breeder sets their own standards for size. these terms are considered controversial or marketing ploys as animals do not have the genetic mutations that dogs possess to produce miniature versions of themselves.",persian+cat
771,"in the us, there was an attempt to establish the silver animal as a separate breed called the sterling, but it was not accepted. silver and golden animals are recognized, as such, by cfa. in south africa, the attempt to separate the breed was more successful.",persian+cat
772,"its hair is translucent with only the tips carrying black pigment, a feature that gets lost when out-crossed to other colored animals. out-crossing also may result in losing nose and lip liner, a fault in the chinchilla longhair breed standard.",persian+cat
773,"as of 2012, it was the 6th most popular breed, behind the british shorthair, ragdoll, siamese, maine coon and burmese. in france, the animal is the only breed whose registration declined between 2003 and 2007.",persian+cat
774,"the breed standards of various animal fancier organizations may treat the himalayan and exotic shorthair as variants of the animal, or as separate breeds. the animal fanciers' association (cfa) treats himalayan as a color-pattern class of both the animal and the",persian+cat
775,"the international animal association (tica) treats them both as variants of the animal. the world animal federation (wcf) treats the animal and exotic shorthair as separate breeds, and subsumes the himalayan coloration as colorpoint varieties under each.",persian+cat
776,"the canadian animal federation (cca-afc) treats the three separately, and even has an exotic longhair sub-breed of the exotic. the (uk) governing council of the animal fancy (gccf) does likewise.",persian+cat
777,"the animal is generally described as a quiet animal typically placid in nature, it adapts quite well to apartment life. the breed was originally established with a short muzzle, but over time, this characteristic has become extremely exaggerated.",persian+cat
778,"the permissible colors in the breed, in most organizations' breed standards, encompass the entire range of animal coat-pattern variations. in a study comparing animal owner perceptions of their animals, animals rated higher than non-pedigree animals on closeness and affection to owners.",persian+cat
779,there are around 140 named cfa coat patterns for which the himalayan qualifies. these coat patterns encompass virtually all of those recognized by cfa for animals generally. any animal permissible in tica's more detailed system would probably be accepted in cfa's.,persian+cat
780,"a solid black, 1 year old animal with brilliant copper eyes. this animal is in kitten coat and the color of the coat will darken as the kitten coat is shed and the adult coat grows in. note the immense ruff, small round ears, heavy-boned,",persian+cat
781,"if classified as the himalayan sub-breed, full point coloration is required. ""pale and creamy colored"" body even lighter than mink, with intense coloration on the face an extremities.",persian+cat
782,"tica-recognized tabby patterns include classic, mackerel, marbled, spotted, and ticked. basic colors include white, black, brown, ruddy, bronze, ""blue"" (grey), chocolate, cinnamon, lilac, fawn, red, cream",persian+cat
783,"eye colors range widely, and may include blue, copper, odd-eyed blue and copper, green, blue-green, and hazel. the exotic shorthair sub-breed qualifies for every animal coat variation that tica recognizes.",persian+cat
784,"the modern brachycephalic animal has a large rounded skull and shortened face and nose. veterinary clinic data from england shows an average lifespan of 12–17 years, with a median of 141. 76% of this group lived to 10 years or more and 52% lived to 125 years",persian+cat
785,"anatomical abnormalities associated with brachycephalic breeds can cause shortness of breath. malformed tear ducts cause epiphora, an overflow of tears onto the face. entropion, the inward folding of the eyelids, causes the eyelashes to rub against the cor",persian+cat
786,"dystocia, an abnormal or difficult labor, is relatively common in animals. stillbirth rate is higher than normal, ranging from 161% to 221%. one 1973 study puts kitten mortality rate (including stillborns) at 292%",persian+cat
787,"as a consequence of the bbc program pedigree dogs exposed, animal breeders have come under pressure from veterinary and animal welfare associations. the animal has been singled out as one of the breeds most affected by health problems.",persian+cat
788,"[53] apart from the gccf standard that limits high noses, tica[14] and fife standards require nostrils to be open. germany's animal welfare act too prohibits the breeding of brachycephalic animals in which the tip of the nose is higher.",persian+cat
789,"the breed – and derived ones, like the british longhair and himalayan – are especially prone to autosomal dominant polycystic kidney disease (adpkd) cysts develop and grow in the kidney over time, replacing kidney tissues and enlarging the kidney. kidney failure develops",persian+cat
790,"the disease is autosomal dominant and dna screening is the preferred method of eliminating the gene in the breed. because of dna testing, most responsible animal breeders now have animals that no longer carry the pkd gene.",persian+cat
791,"hypertrophic cardiomyopathy (hcm) is a common heart disease in all animals. it is likely hereditary in the animal. the disease causes thickening of the left heart chamber, which can, in some instances, lead to sudden death.",persian+cat
792,"early onset progressive retinal atrophy is a degenerative eye disease, with an autosomal recessive mode of inheritance in the animal. reported incidence rate in animals is 65%[58] unlike pkd, which can be detected even in very young animals, heart tests for h",persian+cat
793,"basal-cell carcinoma is a skin cancer which shows most commonly as a growth on the head, back or upper chest. animals are predisposed to chédiak–higashi syndrome. white animals, including white animals, are prone to deafness.",persian+cat
794,"as within dogs, hip dysplasia affects larger breeds, such as maine coons and animals. animals are susceptible to malocclusion (incorrect bite), which can affect their ability to grasp, hold and chew food.",persian+cat
795,"dermatological – primary seborrhoea, idiopathic periocular crusting, dermatophytosis (ringworm) ocular – coloboma, lacrimal punctal aplasia, corneal sequestrum, congenital animalaract.",persian+cat
796,"some animals that fall under the severe animalegory may experience brachycephaly, brachygnathia, nasolacrimal, and many more listed in the link. brachycephalic syndrome creates a highly sought-after characteristic.",persian+cat
797,"these issues are its dental and jaw defects (brachygnathia), as their teeth can also grow outwardly in unnatural positions. brachycephaly is also associated with a soft and long palate that obstructs the upper airway making breathing more difficult.",persian+cat
798,"in a ""lion cut"", the animal's body is shaved, leaving fur on the head, legs and tip of the tail intact. it may be done to remove matted fur, reduce the need for grooming, keep the animal cool in warm weather or for aesthetic reasons. it",persian+cat
799,"the art world and its patrons have long embraced their love for the animal by immortalizing them in art. to keep their fur in its best condition, they must be brushed frequently. their eyes may require regular cleaning to prevent crust buildup and tear staining.",persian+cat
800,the late 19th-century oil portrait is called my wife's lovers. it once belonged to a wealthy philanthropist who commissioned an artist to paint her vast assortment of turkish angoras and animals.,persian+cat
801,"my wife's lovers, 1891, carl kahler painting featuring animal and angora animals sold for more than $820,000 at sotheby's. the beloved animal has made its way onto the artwork of stamps around the world.",persian+cat
802,stamps of azerbaijan featuring a animal tabby kitten. the book of the animal (plate 6) features a tortoiseshell and calico animal. bhl23996405 featuring a black and white animal and a smoke and orange animal.,persian+cat
803,"although animals tend to be relaxed and easygoing, they also command an air of royalty. they may not be quick to hiss or scratch, but that doesn't mean they won't become annoyed when bothered by loud children or pets.",persian+cat
804,it’s important to remember that animals of any breed can suffer from health issues throughout their lives. a good pet insurance plan can help you prepare to give your animal the care they need at any age. see all animal characteristics below!,persian+cat
805,"pietro della valle is credited with bringing the first longhaired animals to europe in 1626. animals are now found in a kaleidoscope of colors, including bi-color (a color plus white)",persian+cat
806,"animal-type animals were popular pets of the time and had a special cachet because of queen victoria’s fondness for the breed. through selective breeding, animal fanciers began to mold the animal to its present-day appearance.",persian+cat
807,"in the united states, where they were first imported in the late 19th century, they also became favorites. their fur was longer than that of the angora animal, and they had shorter legs.",persian+cat
808,the dignified and docile animal is known for being quiet and sweet. she is an ornament to any home where she can enjoy sitting in a lap. animals usually have a weight range of 7 to 12 pounds.,persian+cat
809,"loud environments aren’t a animal’s style; they are sedate animals who prefer a serene home. animals let their simple needs be known: regular meals, a little playtime with a animalnip mouse or feather teaser, and lots of love.",persian+cat
810,"the animal is content to adorn a chair, sofa or bed until you are free to admire her and give her the attention she willingly receives but never demands. she is perfectly happy to rule her domain from the floor or more accessible pieces of furniture.",persian+cat
811,"regardless of how healthy your animal is when you first bring them home, you should prepare for any issues that may come up throughout their life. animals are prone to a number of potential health problems, most commonly related to their facial structure.",persian+cat
812,"the most important thing to understand about caring for a animal is the need for daily grooming. the long, beautiful coat doesn’t stay clean and tangle-free on its own. click here to find a pet insurance plan for your animal.",persian+cat
813,"excessive tearing can be a problem in this breed, so wipe the corners of the eyes clean daily to prevent under-eye stains from forming. litter may become lodged in a animal’s paws or coat. if the animal and the litter box aren’t kept sc",persian+cat
814,"it's a good idea to keep a animal as an indoor-only animal. she’s not a scrapper and would fare poorly against other animals, dogs, coyotes. daily dental hygiene is best, but weekly brushing is better than nothing.",persian+cat
815," animals who go outdoors also run the risk of being stolen by someone who would like to have such a beautiful animal without paying for it. the animal has a distinctive appearance: a large, round head; large,round eyes; a short nose; full cheeks; and small ears with",persian+cat
816,"a animal’s legs are short, thick and strong with large, round, firm paws. the tail is short but proportional to the length of the animal's body. the coat includes an immense ruff around the neck, a deep frill between the front legs, long ear",persian+cat
817,"“doll-face” animals are said to have a more old-fashioned appearance, with a face that is not as flat as the show animal. some, known as peke-face animals, have an extremely flat face.",persian+cat
818,"there are seven solid color divisions, plus silver and golden division colors of chinchilla. there are the shaded, smoke, tabby, calico, particolor and bicolor divisions. that’s not counting the various pointed patterns of the himalayan.",persian+cat
819,"animals aren’t the best choice for a houseful of boisterous children and dogs, but they have no objection to being the object of a gentle child’s attentions or to rubbing along with a friendly dog. for instance, white animals have deep blue",persian+cat
820,"when you adopt, make sure you're prepared to address any health issues that may come up after you leave the shelter. a pet insurance plan can keep your animal covered. for more information on pet insurance, visit www.petinsurance.com.",persian+cat
821,the animal purr-sonality makes her affectionate and laid back. she is a sweet and loving family companion. animals are nearly universally recognizable. click here to get an insurance plan for your animal!,persian+cat
822,"known as the longhair in britain, they are known for their luxurious coats and easy going personalities. they are playful, but not demanding; their patience and social nature make them a great companion for households with children.",persian+cat
823,"many diseases and health conditions are genetic, meaning they are related to your pet’s breed. by knowing about the health concerns common among animals, we can help you tailor an individual preventive health plan and hopefully prevent some predictable risks.",persian+cat
824,"this guide contains general health information important to all felines as well as information on genetic predispositions for animals. we will describe the most common issues seen in animals to give you an idea of what may come up in her future. of course, we can’t",persian+cat
825,"at the end of the article, we have also included a description of what you can do at home to keep your longhair looking and feeling her best. we hope this information will help you know what to watch for, and we will all feel better knowing that we’re taking",persian+cat
826,"too many owners are still ignoring the dangers of extra weight on their pets. excess weight is one of the most influential factors in the development of arthritis, diabetes, and other life-threatening diseases.",persian+cat
827,"research suggests that carrying excess weight may shorten a pet’s life by as much as two years, and can cause the onset of arthritis two years sooner. diabetes, an inherited disease, has a much higher chance of developing in overweight pets, and may never become a problem for a",persian+cat
828,"hepatic lipidosis, or fatty liver, is another potentially fatal disease in overweight pets. the average animal prefers to eat about 10-15 times a day, just a few nibbles at a time.",persian+cat
829,"by keeping your animal playfully active and engaged, you'll help your pet stay healthy and have some fun at the same time. a string tied to a stick with something crinkly or fuzzy on the other end of the string, and a little imagination will both be entertained.",persian+cat
830,"for really tough cases of overeating, you will have to take a firm stance, and regulate your animal’s food intake. follow the feeding guide on the food package and be sure to feed a high-quality adult animal diet.",persian+cat
831,"animals adjust their desires for personal interaction by the amount of affection offered to them. by the same token, loving on and playing with your animal a lot will cause your animal to desire that time with you.",persian+cat
832,"most animals don’t take very good care of their own teeth, and this probably includes your animal. dental disease starts with food residue, which hardens into tartar that builds up on the visible parts of the teeth.",persian+cat
833,"in severe cases of chronic dental infection, your pet may even lose teeth or sustain damage to internal organs. preventive care is beneficial all around. and, if nothing else, your animal will be a more pleasant companion not knocking everyone over with stinky animal breath.",persian+cat
834,"the risk of your animal contracting these diseases is high, so the corresponding vaccines are called “core” vaccines, which are highly recommended for all animals. in making vaccination recommendations for your animal, we will consider the prevalence of these diseases in our area, your animal’s",persian+cat
835,"everything from fleas and ticks to ear mites can infest her skin and ears. hookworms, roundworms, heartworms, and whipworms can get into her system in a number of ways. some of these parasites can be transmitted to you or a family member.",persian+cat
836,"many types of parasites can be detected with a fecal exam, so it’s a good idea to bring a fresh stool sample with your pet for her twice-a-year wellness exams. we’ll also recommend preventive medianimalion as necessary to keep her healthy.",persian+cat
837,"spaying or neutering your pet decreases the likelihood of certain types of cancers and eliminates the possibility of your pet becoming pregnant or fathering unwanted litters. both sexes usually become less territorial and less likely to roam, and neutering particularly decreases the occurrence of urine spraying and marking behaviors in",persian+cat
838,"routine blood testing prior to surgery also helps us to identify and take precautions against common problems that increase anesthetic or surgical risk. for example, if your pet needs hip x-rays to check for dysplasia or a thorough dental exam to look for stomatitis, these",persian+cat
839,"heart muscle disease is either a primary inherited condition or secondary to other diseases that damage the heart. hypertrophic cardiomyopathy, or hcm, is a thickening of the heart muscle often caused by an overactive thyroid gland.",persian+cat
840,"animalching signs of cardiomyopathy early is important, but a animal's normal tendency to hide illness can make symptoms difficult to spot. while dcm was a big problem in the past, all major animal food producers now add taurine to animal food.",persian+cat
841,"hcm can cause blood clots to form inside the heart. these clots can then leave the heart and become lodged in the major arteries that transport blood to the rear legs. these symptoms may appear to come on suddenly, often between a few hours to a few days.",persian+cat
842,"for a few breeds of animals, genetic testing is available for a specific gene abnormality that causes hcm. most animals with cardiomyopathy have a heart murmur that can be detected during a wellness physical exam.",persian+cat
843,"when your animal urinates outside the litter box, you may be annoyed or furious, especially if your best pair of shoes was the loanimalion chosen for the act. in the majority of cases, animals who urinate around the house are sending signals for help.",persian+cat
844,"watch for any signs of abnormal urination, like urinating on cool surfaces (a tile floor or bathtub, for example) blood in the urine, straining to urinate with little or no urine production, or crying in the litterbox can help you identify the first signs of",persian+cat
845,"if the urethra is blocked with stones or crystals, the animal is not able to expel any urine. the inability to urinate is painful and quickly fatal, so if your animal may be blocked, seek emergency care immediately.",persian+cat
846," bringing your animal in for regular urinalysis testing allows us to check for signs of infection, kidney disease, crystals in the urine, and even diabetes x-rays and ultrasounds can also help detect the presence of stones in the bladder or kidneys. lower urinary tract disease can be controlled",persian+cat
847,"the soft palate, the soft area in the back of the roof of the mouth, grows too long for the mouth and hangs down into the airway. although these animals have the same amount of tissue in their noses and throats as other breeds of animals, the flattened features provide less space",persian+cat
848,"many affected animals can barely breathe normally; many have sleep apnea and snore, have chronic respiratory infections, and develop swelling and congestion in their throats. brachycephalic syndrome animals are also more prone to heat stroke and have a higher risk for anesthetic complianimalions.",persian+cat
849,"with surgery, the long soft palate can be shortened, the nostrils can be snipped open, and more regular breathing can be restored. some brachycephalic syndrome animals are not severely affected early on, but may develop more serious problems as they get older.",persian+cat
850,"the disease was first recognized in animals, and is seen occasionally in other breeds, including animals. kittens are born with miniscule cysts inside the kidneys and sometimes the liver that slowly enlarge over time, eventually destroying the affected organ.",persian+cat
851,"there is no cure for pkd, although special diets and medianimalion can slow the progress of the resulting organ failure. diagnosing pkd as early as possible may allow effective support of kidney and liver function for years. routine annual urine or blood testing is therefore recommended.",persian+cat
852,"a genetic test for pkd is also available, and responsible breeders recommend that animals who carry the pkd gene should not be used for breeding. one of the most effective life-saving treatments available in emergency medicine is the use of blood transfusions.",persian+cat
853,"just like people, individual animals have different blood types. most domestic animals have type a blood, but purebred animals, like your animal often have a different blood type. determining your animal's blood type is essential before starting a transfusion.",persian+cat
854,"neonatal isoerythrolysis, or ni, is a rare immune-mediated disease that is caused when a newborn kitten with type a blood suckles colostrum (first milk) from a mother with type b blood. this test can be done as part of a routine",persian+cat
855,"ni can occur in many animal breeds, but is more often seen in breeds with a higher likelihood of having type b blood like your animal. the resulting immune reaction develops antibodies that attack and destroy the kitten's own red blood cells. affected kittens usually die within a few days of birth",persian+cat
856,"lysosomal storage disease is caused by a genetic defect that prevents the formation of certain enzymes needed to perform metabolic functions in the body. these missing enzymes normally break down waste products as they accumulate in the organs so they can be excreted naturally. with lsd, toxins accumulate in",persian+cat
857," lsd is most commonly diagnosed in kittens. affected animals are usually normal at birth but develop symptoms within the first few months of life. symptoms include lack of balance, exercise intolerance, poor vision, fainting, seizures, and failure to grow.",persian+cat
858,portosystemic shunt is a disorder seen occasionally in animals. some of the blood supply to the liver is shunted around it instead. this deprives the liver of the full blood flow it needs to grow and function properly.,persian+cat
859,"animals affected by a portosystemic shunt are extremely sensitive to drugs and anesthetics. the liver cannot efficiently cleanse the bloodstream of the added chemicals. for example, in severe cases, high blood-ammonia levels can cause neurological issues.",persian+cat
860,"mast cell tumors are a particularly nasty type of skin cancer. mast cell tumors often look similar to many other kinds of skin lumps and lesions. of all the skin problems found commonly in your animal, some may be harmful and some not.",persian+cat
861,"a nasopharyngeal polyp is an abnormal growth that may develop in these areas as the result of chronic inflammation. many cancers can be cured by surgically removing their growths, so early evaluation of all skin abnormalities is critical.",persian+cat
862,"most commonly seen in dogs, hip dysplasia may also occur in animals, especially in animals dysplasia is an inheritable condition that causes malformation of the hip joints and subsequent arthritis. surgery to remove polyps is generally recommended.",persian+cat
863,"pelvic x-rays are needed to detect early hip dysplasia. animals should be anesthetized or sedated for this procedure. severely affected animals, however, may show lameness by six months of age.",persian+cat
864,"hip dysplasia is best treated when detected early. initial x-rays of the hips are recommended at the time of your kitten's spay or neuter, usually around three to six months of age.",persian+cat
865,"gingivitis is inflammation of the gingiva, or gums. it causes redness and pain in the gums and is often linked to other diseases. because the disease is genetic, be sure to ask your breeder whether the parents’ hips have been x-",persian+cat
866,"one of the best things you can do for your friend is to have his mouth evaluated by us often. remember, animals are superstar actors and are great at masking illnesses. you may not realize he is having any oral problems at all without an examination.",persian+cat
867,"some animals can form unhealthy and excessive attachments to their owners. they can become so attached that when their human counterparts aren't around, they quickly become anxious or bored. this can lead to destructive behaviors such as paper shredding, vocalization, or litter box amnesia.",persian+cat
868,"make sure your animal has plenty of special toys or food puzzles to keep his mind and body active while he is left alone. a consistent daily routine and a stable home environment can also help prevent the troubles of separation anxiety. in severe cases, anti-anxiety medianimalion may also be used",persian+cat
869,"ringworm is not a worm at all but a fungal infection that can cause ring-shaped skin lesions. more commonly, it will cause dry, hairless patches, especially on the face, feet or ears. animals seem to be predisposed to developing this infection.",persian+cat
870,"dystocia is a term that means difficulty giving birth. in some breeds, nearly all litters must be delivered by cesarean-section surgery as normal birth is not possible due to breed's specific physical characteristics.",persian+cat
871,"feline leukemia virus, or felv, is a virus that can cause anemia, susceptibility to other infections, and various types of cancers. felv is a fatal disease, though many animals live for years before symptoms emerge. we can give your animal the felv vaccine every year",persian+cat
872,all adult animals should be tested before breeding as well since the virus is spread via mating and from mother to kittens. animals that go outdoors should be re-tested regularly or vaccinated yearly as the disease can also be transmitted by fighting with other animals.,persian+cat
873, animals seem to be more at risk for developing fip than other breeds. fip causes damage to the blood vessels (vasculitis) and fluid build-up inside the abdomen or chest.,persian+cat
874,"fip is always a risk for any kitten, but more so when purchasing a purebred animal from a breeder. once fip has developed in a animaltery population, it is tough to get rid of it. screening animals for this disease before breeding or selling them is difficult",persian+cat
875,"much of what you can do at home to keep your animal happy and healthy is common sense. watch her diet, make sure she gets plenty of exercise, regularly brush her teeth and coat. call us or a pet emergency hospital when something seems unusual.",persian+cat
876,"during your animal's exams, we’ll perform her necessary “check-ups” and test for diseases and conditions that are common in animals. another very important step in caring for your pet is signing her up for pet health insurance. there will certainly be medical tests",persian+cat
877,"supervise your pet as you would a young child keep doors closed, pick up after yourself, and block off rooms. this will help keep her out of trouble, off of inappropriate surfaces for jumping, and away from objects she shouldn't put in her mouth.",persian+cat
878,"animals often have serious problems with their teeth, so brush them at least three times a week. check her ears weekly for wax, debris, or signs of infection and clean when necessary. she needs daily play sessions that stimulate her natural desire to hunt and explore.",persian+cat
879,animals are meticulously clean and demand a clean litter box. be sure to provide at least one box for each animal and scoop waste daily. it is important that your animal drinks adequate amounts of water.,persian+cat
880,"an abnormal symptom in your pet could be just a minor or temporary issue, but it could also be the sign of serious illness or disease. knowing when to seek veterinary help, and how urgently, is essential to taking care of your animal.",persian+cat
881,cnn.com will feature ireporter photos in a weekly travel snapshots gallery. please submit your best shots of new zealand for next week. visit cnn.com/travel next wednesday for a new gallery of snapshots.,persian+cat
882,"give us a call for an appointment if you notice any of these types of symptoms: change in appetite or water consumption, bad breath, red gums, or broken teeth. itchy skin (scratching, chewing, or licking), hair loss, or areas of shortened fur.",persian+cat
883,"as one of the most recognized and adored animal breeds on the planet, animals have been happily snuggling up with their owners since the 1600s. find out everything you need to know about the animal breed.",persian+cat
884,"animals are a medium-sized breed and take their role as a loving companion seriously. they come in a wide variety of colors and color combos, and they get along with all family members when introduced as kittens.",persian+cat
885,"these animals are a medium-sized breed, with female animals weighing between 7-10 pounds and males at a slightly larger 9-13 pounds. their cute, smooshy faces are one characteristic that immediately comes to mind when you think about a animal's appearance.",persian+cat
